filename,positive,negative,anger_emolex,anticipation,disgust,fear,joy,sadness,surprise,trust,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achiev,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,class,epoch
pg7630.txt,3.833,2.4461,1.0186,1.7243,0.7212,1.2759,1.5935,1.2377,0.8329,2.1643,3.9357,2.507,1.4013,0.2358,0.2567,0.4985,7.5777,0.2125,0.1648,0.692,2.2491,7.5347,1.4914,0.7523,1.0836,1.6956,1.0448,2.6658,1.938,0.7409,0.7839,0.3367,0.8968,0.4245,0.2657,0.0669,0.1582,4.1202,1.1863,0.6902,1.587,0.7093,0.3361,4.6283,4.0886,0.8795,8.9181,1.1039,4.7077,3.1685,0.7917,0.3284,0.1696,0.3003,0.3499,0.1302,0.1361,0.0054,0.0101,0.0388,0.0824,0.0,EdwardBulwerLytton,unidentified
pg9756.txt,3.2266,2.3913,0.8844,1.253,0.6551,1.2448,1.0564,1.2202,0.6633,1.687,2.6943,1.3267,1.3267,0.2129,0.1965,0.4995,6.576,0.1147,0.1474,0.5323,2.1456,6.2075,1.1137,0.5978,0.8517,1.8262,0.5077,2.7762,1.9327,0.8926,0.5241,0.4586,0.9582,0.6388,0.1965,0.0655,0.0737,3.5378,0.95,0.4258,1.7361,0.3767,0.2539,3.0464,3.0055,0.6797,7.7799,0.9418,4.4222,2.5305,0.8844,0.5487,0.1147,0.475,0.3931,0.131,0.1065,0.0,0.0328,0.0246,0.0491,0.0,EdwardBulwerLytton,unidentified
pg7761.txt,3.2848,2.7155,1.1085,1.5634,0.8089,1.3945,1.3509,1.4463,0.7926,1.656,3.3992,1.9529,1.3918,0.2288,0.2261,0.5148,7.8088,0.0817,0.1226,1.3237,2.0891,7.0598,1.4653,0.7572,0.9478,1.528,0.9805,2.6284,1.9365,0.7626,0.4712,0.5801,0.9696,0.5066,0.3214,0.079,0.0872,3.8567,1.291,0.7082,1.3482,0.463,0.3105,4.0147,4.3906,0.7191,9.2905,1.1712,4.7964,3.3719,1.0214,0.3268,0.1117,0.2914,0.3377,0.1416,0.1171,0.0054,0.0109,0.0545,0.049,0.0,EdwardBulwerLytton,unidentified
pg9762.txt,4.5209,2.9005,1.2165,1.8156,0.7081,1.457,1.6386,1.4752,0.8851,2.4148,3.486,2.097,1.3572,0.2542,0.2769,0.4357,8.9646,0.1407,0.177,0.8261,3.082,6.7087,1.1348,0.817,0.9759,1.684,0.935,2.5782,1.7158,0.7716,0.6037,0.2996,0.7081,0.3994,0.2179,0.0545,0.0499,4.244,0.876,0.9941,1.8065,0.6219,0.4312,3.7765,3.7901,0.8806,8.4426,1.1348,4.5073,2.9005,1.3935,0.345,0.2315,0.522,0.354,0.1044,0.1135,0.0,0.0,0.0545,0.059,0.0,EdwardBulwerLytton,unidentified
pg2461.txt,3.9796,1.9631,0.8746,1.8027,0.6511,0.9038,2.0019,1.1905,0.9329,2.2498,3.6152,2.4636,1.1467,0.1506,0.2575,0.345,8.1487,0.4859,0.2187,0.9572,1.6618,7.0311,0.9961,0.8892,1.1905,1.7833,1.0641,2.5948,1.2245,0.6463,0.2624,0.1846,0.6997,0.3596,0.1798,0.0437,0.1361,4.1205,1.2342,0.8989,1.5063,0.622,0.1895,1.4966,6.9193,1.4043,6.1905,0.792,3.4597,2.0408,1.3605,0.4033,0.1603,0.7143,0.2575,0.0923,0.1652,0.0049,0.0194,0.068,0.0777,0.0,EdwardBulwerLytton,unidentified
pg7608.txt,3.8512,2.5567,1.0827,1.5976,0.609,1.3622,1.5623,1.1769,0.9532,1.8477,3.4541,2.083,1.3357,0.2118,0.2118,0.4649,8.9382,0.1236,0.2177,0.7208,2.7744,7.2288,1.3563,0.7679,1.0033,1.78,0.9385,2.7009,2.2272,0.8209,0.8768,0.4766,0.9621,0.5531,0.2207,0.0853,0.1265,3.9277,1.1386,0.7355,1.474,0.6208,0.2942,4.2543,4.3926,0.9297,8.7617,1.118,4.9575,2.7597,1.0768,0.3678,0.2148,0.459,0.2854,0.1765,0.1353,0.0029,0.0,0.0647,0.0677,0.0,EdwardBulwerLytton,unidentified
pg7756.txt,3.7514,2.4642,0.9228,1.7254,0.7087,1.0913,1.74,1.2981,0.9137,1.8966,3.9199,2.4951,1.3792,0.1867,0.2031,0.5238,8.8109,0.143,0.1685,2.0123,2.3631,7.5483,1.4949,0.7916,0.9729,1.6006,1.1414,2.6236,2.1581,0.86,0.696,0.5156,1.0431,0.4628,0.3598,0.0847,0.1576,3.7523,1.1588,0.665,1.4503,0.5366,0.2514,4.4729,3.8898,0.7862,8.9895,1.1041,4.7899,3.1665,0.8162,0.3844,0.1567,0.3371,0.307,0.1412,0.1202,0.0064,0.0073,0.0419,0.0647,0.0,EdwardBulwerLytton,unidentified
pg7639.txt,3.9718,2.7689,1.0655,1.7519,0.9152,1.2691,1.6991,1.3863,0.922,2.2279,3.9706,2.4389,1.5004,0.2159,0.2981,0.5404,8.1847,0.1705,0.1773,0.7796,2.8358,7.229,1.306,0.7146,1.0379,1.7476,0.9422,2.7058,2.0396,0.7993,0.7692,0.3987,0.9195,0.4631,0.2638,0.0705,0.1497,4.0031,1.0839,0.6889,1.6525,0.7244,0.2625,4.1485,4.0031,0.9459,8.8785,1.063,4.7674,3.1351,0.7036,0.3196,0.211,0.3331,0.4036,0.1061,0.1202,0.0067,0.0098,0.0313,0.0718,0.0,EdwardBulwerLytton,unidentified
AChildsDreamofaStar,4.7588,1.4474,0.6798,1.7105,0.307,0.3289,1.5132,0.636,0.3728,2.4342,2.1053,1.5132,0.5921,0.0,0.1316,0.2412,6.6228,0.2412,0.2412,0.307,1.3596,8.3333,0.8991,1.5789,0.8553,3.3553,0.9868,3.2018,1.1842,0.8772,0.1754,0.1754,0.3509,0.2193,0.0658,0.0,0.0658,5.3289,1.0307,1.6667,2.2368,0.5921,0.0877,2.7851,4.8465,0.7018,8.0921,1.0526,5.3289,1.9518,4.2982,0.6798,0.0439,1.3158,0.2632,0.0439,0.2193,0.0,0.0219,0.1754,0.0219,0.0,DickensCharles,enlightment
AlltheYearRound,3.328,1.1272,0.5904,1.2346,0.2147,0.2147,0.5368,0.5368,0.3757,1.664,1.3956,1.0735,0.3221,0.0,0.0,0.1074,5.7434,0.0,0.2684,0.0,0.0,10.789,1.1272,1.4493,1.3419,4.2941,1.2346,4.9383,0.3757,0.2684,0.0,0.0537,0.2147,0.0,0.1074,0.0,0.1074,4.7772,1.7177,0.8052,1.664,0.6978,0.161,1.1809,6.3875,1.2346,8.6957,1.0199,3.9721,4.0258,3.1133,1.2346,0.0,1.3956,0.0,0.0,0.0537,0.0,0.0,0.0537,0.0,0.0,DickensCharles,enlightment
AMessagefromtheSea,3.8974,1.422,0.6546,1.8208,0.3311,0.5267,1.6854,0.6696,0.9856,1.9035,2.7236,1.9562,0.7599,0.1204,0.0752,0.3311,7.9527,0.3611,0.1806,0.5944,2.4001,7.08,1.0007,0.775,1.0609,2.039,1.1662,2.4829,2.355,0.9932,0.9179,0.4514,0.7373,0.4815,0.1655,0.0075,0.0903,4.0554,0.933,0.474,1.7606,0.9104,0.2934,4.725,4.5595,0.8652,9.7811,1.2715,5.4097,3.2879,0.9856,0.4439,0.2031,0.5643,0.0828,0.0602,0.1053,0.0,0.0,0.0376,0.0677,0.0,DickensCharles,enlightment
CaptainBoldhearttheLatinGrammarMasterAHolidayRomancefromthePenofLieutColRobinRedforthaged9,4.4081,1.8576,0.8256,1.3858,0.4718,0.6487,1.2679,0.8551,0.6192,2.123,2.5358,1.7102,0.8256,0.0737,0.2949,0.2801,7.3714,0.2506,0.3833,0.5013,2.4768,7.5335,1.0172,1.2089,0.8993,2.5947,0.8846,2.9485,1.2679,0.6487,0.3686,0.1917,0.5013,0.2064,0.1327,0.0,0.1622,5.6317,1.1647,1.3711,2.5947,0.7224,0.0885,3.612,4.128,0.8256,8.6982,1.1499,5.3221,2.4031,3.4203,0.5307,0.059,0.9583,0.059,0.0885,0.2064,0.0,0.0442,0.1327,0.0295,0.0,DickensCharles,enlightment
AChristmasCaro,3.3333,1.129,0.5914,1.2366,0.2151,0.2151,0.5376,0.5376,0.3763,1.6667,1.3978,1.0753,0.3226,0.0,0.0,0.1075,5.7527,0.0,0.2688,0.0,0.0,10.6452,1.129,1.4516,1.3441,4.3011,1.0753,4.9462,0.3763,0.2688,0.0,0.0538,0.2151,0.0,0.1075,0.0,0.1075,4.7849,1.7204,0.8065,1.6667,0.6989,0.1613,1.1828,6.3978,1.2366,8.7097,1.0215,3.9785,4.0323,3.1183,1.2366,0.0,1.3978,0.1613,0.0,0.0538,0.0,0.0,0.0538,0.0,0.0,DickensCharles,enlightment
AChildsHistoryofEngland,4.6349,2.8905,1.4269,1.7101,1.0703,1.7167,1.5055,1.4092,0.8403,2.4576,4.0258,2.2536,1.7444,0.2212,0.6345,0.4151,11.2277,0.4317,0.1248,1.0449,5.6071,6.4882,1.0136,0.8415,0.9479,1.3329,1.0348,2.0383,1.2613,0.5399,0.4358,0.2667,0.6724,0.366,0.2082,0.0201,0.0952,6.3255,0.7551,0.8432,3.6279,1.2016,0.4642,7.144,2.3269,0.6321,10.4998,1.5233,5.7975,3.3079,0.6842,0.3022,0.2271,0.3767,0.6978,0.3986,0.0911,0.0112,0.0136,0.0136,0.0526,0.0,DickensCharles,enlightment
BarnabyRudg,3.3387,1.1309,0.5924,1.2386,0.2154,0.2154,0.5385,0.5385,0.377,1.6694,1.4001,1.077,0.3231,0.0,0.0,0.1077,5.762,0.0,0.2693,0.0,0.0,10.6624,1.1309,1.454,1.3463,4.308,1.077,4.9542,0.377,0.2693,0.0,0.0539,0.2154,0.0,0.1077,0.0,0.1077,4.7927,1.7232,0.8078,1.6694,0.7001,0.1616,1.1847,6.4082,1.2386,8.5622,1.0232,3.9849,3.8772,3.1233,1.2386,0.0,1.4001,0.0,0.0,0.0539,0.0,0.0,0.0539,0.0,0.0,DickensCharles,enlightment
DoctorMarigold,3.1422,1.8311,0.648,1.605,0.4446,0.6782,1.4091,0.8666,0.7987,1.8763,2.8106,1.8009,0.972,0.1281,0.1206,0.3768,8.0627,0.2863,0.1582,1.7482,1.1906,7.5578,1.1755,1.0173,1.168,1.8009,1.0097,2.6599,2.0496,0.9042,0.648,0.5275,0.7234,0.3542,0.2487,0.0075,0.1281,4.4458,1.0022,0.6782,1.8687,1.0173,0.2863,4.3478,5.7946,1.2584,9.9842,1.3413,5.4856,3.2552,1.0851,0.5275,0.1582,0.7234,0.0678,0.0452,0.1733,0.0226,0.0151,0.0226,0.1055,0.0075,DickensCharles,enlightment
ATaleofTwoCities,2.829,2.1716,0.9333,1.4597,0.6306,1.2084,1.1501,1.1616,0.7425,1.7854,3.065,1.6842,1.354,0.2513,0.1716,0.5862,8.497,0.2176,0.1793,1.0842,3.2872,6.3185,1.1103,0.6475,1.0651,1.5792,0.99,2.0643,2.5585,1.1532,0.8636,0.5019,1.1425,0.6574,0.2889,0.0245,0.19,3.675,0.6659,0.5088,1.6291,0.7609,0.3747,5.5676,4.2044,0.7509,10.444,1.4789,6.1385,2.9823,0.721,0.3663,0.2421,0.3157,0.21,0.1364,0.1004,0.0115,0.0107,0.0192,0.059,0.0008,DickensCharles,enlightment
pg4023.txt,2.9542,1.9838,0.7858,1.2882,0.5668,0.9318,1.198,0.9017,0.6441,1.5501,3.6455,2.323,1.2967,0.322,0.2791,0.3049,9.6913,0.1675,0.1288,1.2238,2.4046,7.9179,1.3869,1.052,1.1465,1.8464,1.1293,2.8511,1.7605,0.8158,0.468,0.468,0.7214,0.3822,0.176,0.0215,0.1503,3.9933,0.9404,0.7428,1.4299,0.8545,0.3135,1.7476,8.7681,1.0477,8.4847,1.344,5.3201,2.1426,1.3311,0.511,0.2705,0.5281,0.2233,0.0258,0.1331,0.0086,0.0129,0.0558,0.0601,0.0043,GeorgeBernardShaw,unidentified
pg5069.txt,5.0638,3.4268,1.5709,2.2903,1.4284,2.2695,1.2825,1.7204,0.8133,3.2565,3.7257,1.9949,1.703,0.2294,0.4935,0.2502,6.6451,0.1112,0.1008,0.1912,1.7933,10.8296,1.4771,1.5987,1.3937,2.9472,1.6891,3.9273,0.7785,0.2433,0.1912,0.2885,1.8907,0.2051,1.484,0.0348,0.1946,5.6129,0.928,1.199,2.5023,0.8654,0.6291,1.8733,7.0587,0.8028,7.5626,0.7542,4.4938,2.3425,2.5197,0.358,0.146,0.782,0.2433,0.2607,0.1112,0.0035,0.0035,0.0487,0.0556,0.0,GeorgeBernardShaw,unidentified
pg3487.txt,3.2663,2.1415,0.8761,0.9518,0.7138,0.995,0.7679,0.7679,0.5949,1.9792,2.5308,1.6331,0.8761,0.0865,0.3785,0.173,8.3712,0.0649,0.2163,0.995,1.0058,8.6416,1.114,1.2654,1.4385,2.5957,1.0058,3.3744,1.1681,0.4543,0.4651,0.1947,0.3894,0.1298,0.0865,0.0108,0.1622,5.1265,0.8544,1.1789,2.228,1.0815,0.1947,2.1739,7.7223,1.1464,7.6357,0.9085,5.0725,1.8494,2.7363,0.6273,0.2055,0.8977,0.1406,0.2379,0.2055,0.0216,0.0324,0.0973,0.0541,0.0108,GeorgeBernardShaw,unidentified
pg3618.txt,3.2358,1.917,0.8166,1.4339,0.5137,0.924,1.3342,0.8895,0.8626,1.7253,3.0978,1.9668,1.1003,0.1725,0.3681,0.2684,9.1286,0.1649,0.2339,1.2614,2.17,7.3458,1.2384,0.9546,1.2154,1.9476,1.0697,2.4805,1.8633,0.9853,0.4256,0.4179,0.8051,0.4716,0.1879,0.0192,0.1342,4.3093,1.062,0.786,1.6908,0.8396,0.2799,1.9246,8.1126,1.0007,9.0634,1.5144,5.5553,2.2428,1.1233,0.4639,0.3527,0.4677,0.1112,0.092,0.1227,0.0115,0.0,0.0613,0.0498,0.0,GeorgeBernardShaw,unidentified
pg3329.txt,2.9309,2.0895,0.9723,1.2008,0.5656,1.1952,1.0308,0.886,0.6352,1.7329,2.7108,1.5184,1.1841,0.1895,0.4151,0.2201,8.9321,0.1337,0.1755,1.0698,2.1202,6.628,0.9055,1.0002,1.0336,1.5017,0.8804,2.6802,1.6605,0.833,0.4318,0.3455,0.8943,0.482,0.2062,0.0139,0.2034,4.6109,1.0587,0.6993,2.1871,0.6882,0.3093,1.5713,7.865,1.315,9.233,1.6605,5.5303,2.2288,0.9556,0.4736,0.1532,0.4012,0.1699,0.209,0.234,0.0167,0.1059,0.0418,0.0697,0.0,GeorgeBernardShaw,unidentified
pg13084.txt,3.5109,2.3902,1.0203,1.5205,0.7475,1.3415,1.3415,1.1681,0.7285,2.07,3.311,1.9099,1.3661,0.2037,0.4045,0.2776,8.9422,0.1554,0.108,0.6527,1.7081,9.3552,1.5613,1.2808,1.5054,1.9667,1.3329,3.3527,1.2846,0.5466,0.3913,0.2975,1.0724,0.432,0.4756,0.0388,0.1506,4.5777,1.3292,0.8109,1.7488,0.702,0.3259,2.8184,8.0213,1.0999,8.4031,1.1681,4.3522,2.9681,0.9748,0.5542,0.1487,0.3107,0.3553,0.3325,0.1431,0.0218,0.0019,0.0351,0.0824,0.0,GeorgeBernardShaw,unidentified
pg3485.txt,3.7228,2.1595,1.0201,1.0466,0.5299,0.9539,1.0069,0.9406,0.5962,2.0668,3.3386,2.4907,0.8479,0.0927,0.2385,0.1722,8.9693,0.1855,0.2385,0.8214,1.2984,8.3466,0.9009,1.5368,1.1924,2.504,1.0466,3.1664,0.9539,0.318,0.5034,0.0795,0.5167,0.2915,0.1722,0.0265,0.053,5.2067,1.0599,1.2984,2.3847,0.6624,0.159,1.9343,7.2867,1.0069,7.5782,1.1261,4.69,1.8415,2.9147,0.4637,0.1192,0.9539,0.1987,0.1192,0.2252,0.0397,0.0265,0.1192,0.0397,0.0,GeorgeBernardShaw,unidentified
pg3486.txt,3.6658,1.7847,0.7814,1.3216,0.5209,0.9743,1.0226,0.7525,0.5692,1.8908,2.9134,1.8522,1.0419,0.164,0.3376,0.1833,8.5954,0.3955,0.1061,0.8779,1.476,9.1356,1.119,1.3313,1.5628,2.5564,1.2734,3.2028,1.1866,0.4727,0.4148,0.2412,0.4341,0.1929,0.1061,0.0193,0.1447,4.5341,0.8682,1.119,1.9487,0.791,0.2315,1.775,8.5761,1.0612,7.0326,1.0033,4.3218,1.8522,2.4021,0.4727,0.2412,0.8586,0.1061,0.1351,0.3376,0.0,0.0482,0.0868,0.2122,0.0,GeorgeBernardShaw,unidentified
pg3418.txt,3.4696,1.8397,0.738,1.1787,0.5246,0.9024,1.0703,0.794,0.6156,2.2734,2.8505,1.7558,1.0773,0.1574,0.2553,0.2308,9.3106,0.1854,0.2203,0.8884,2.6792,7.5164,1.1367,0.8674,1.2906,2.0076,1.0878,2.7281,1.441,0.71,0.3603,0.3148,0.6471,0.3917,0.1679,0.014,0.0874,4.435,0.8604,0.6401,2.0706,0.8534,0.3078,1.9482,7.6003,1.0843,7.7087,1.2382,4.6693,2.0251,1.1857,0.4197,0.2273,0.5456,0.1854,0.07,0.4197,0.0175,0.2273,0.1749,0.1119,0.007,GeorgeBernardShaw,unidentified
pg4003.txt,3.4418,2.7124,1.3277,1.2536,0.8263,1.9545,1.1283,1.191,0.7237,1.8804,3.4817,2.1426,1.3277,0.2564,0.4616,0.2336,8.878,0.1083,0.1937,0.4103,2.3591,7.7497,1.0884,0.9003,1.2992,2.1882,1.0542,3.0315,1.4702,0.5641,0.3533,0.473,0.8946,0.4844,0.2279,0.0627,0.1539,4.5416,1.0314,0.7693,1.983,0.7978,0.2735,1.5215,8.1258,1.2707,8.6672,1.4873,5.1969,2.1483,1.3562,0.4559,0.1197,0.5072,0.7636,0.2963,0.1482,0.0171,0.0228,0.0513,0.057,0.0,GeorgeBernardShaw,unidentified
pg2433.txt,2.8525,1.9323,0.7782,1.4585,0.6577,1.1215,1.3223,1.0127,0.6332,1.8363,3.0946,1.856,1.2216,0.2305,0.2043,0.4016,9.9629,0.2444,0.1263,1.4999,3.8553,9.1522,1.6035,0.7822,1.7891,1.9713,1.1501,3.3396,2.1494,0.8637,0.8829,0.3422,0.7694,0.4045,0.2462,0.0157,0.1129,3.7697,0.8195,0.5599,1.5423,0.8084,0.3923,5.3691,5.6432,1.0377,8.9549,1.4585,4.7091,2.8827,0.5983,0.3486,0.2846,0.2049,0.5087,0.117,0.135,0.0215,0.0041,0.0413,0.0693,0.0,GeorgeMacDonald,unidentified
pg5773.txt,3.2594,2.0024,0.7689,1.8511,0.6495,1.1058,1.704,1.0775,0.8122,2.2062,3.5733,2.2326,1.3036,0.2356,0.1634,0.4415,8.8486,0.3065,0.158,1.6176,2.3203,10.0712,1.8471,0.9127,1.8889,2.136,1.3246,3.4505,2.1522,1.0336,0.6393,0.4327,0.7703,0.3801,0.237,0.0182,0.1451,4.4854,1.0302,0.6508,1.9011,0.8506,0.4422,5.095,6.4756,1.1578,9.6378,1.3495,5.143,3.2412,0.6515,0.4024,0.2451,0.3342,0.5354,0.0918,0.1357,0.0061,0.0135,0.0358,0.0817,0.0,GeorgeMacDonald,unidentified
pg1953.txt,3.0757,1.8805,0.7511,1.494,0.5455,0.9622,1.653,1.2336,0.6908,1.6037,3.0319,1.9573,1.0499,0.1179,0.1453,0.4057,5.1235,0.1343,0.0905,0.1097,0.7511,6.5819,0.8306,0.8334,0.88,1.4364,1.2528,2.5576,1.1322,0.5894,0.159,0.3235,1.1897,0.5784,0.4989,0.0137,0.1179,3.3554,0.9156,0.5455,1.3844,0.4742,0.3015,0.6853,4.2381,1.1404,6.5188,0.9485,3.5555,2.1629,0.7895,0.5208,0.1343,0.3646,0.6442,0.1425,0.2522,0.0137,0.1288,0.0411,0.074,0.0,GeorgeMacDonald,unidentified
pg18614.txt,3.4206,1.606,0.591,1.5365,0.511,0.7648,2.1379,1.0707,0.6257,1.9258,2.8192,1.752,1.0463,0.1634,0.1112,0.511,10.1783,0.584,0.1321,1.6651,4.0915,7.446,1.1506,0.7474,1.4357,1.7103,0.9803,2.7358,3.0069,1.2375,1.1854,0.518,0.9977,0.5458,0.2607,0.0174,0.2086,4.0185,0.5771,0.6813,1.7659,1.0672,0.2433,6.8516,5.1483,0.8343,13.1401,2.2839,7.8145,3.4414,0.9699,0.5771,0.6987,0.4797,0.0417,0.0278,0.1078,0.007,0.0,0.0417,0.0591,0.0,GeorgeMacDonald,unidentified
pg225.txt,2.8121,1.6553,0.5518,1.4707,0.5155,0.7331,1.8332,0.9449,0.6379,1.5613,2.7963,1.8378,0.9529,0.1801,0.1473,0.3682,10.4872,0.3796,0.136,1.6327,3.9871,8.5735,1.3845,0.7671,1.6553,1.7041,1.303,3.041,2.9606,1.2667,1.1999,0.4781,0.9325,0.5325,0.2198,0.0125,0.1994,3.5939,0.5665,0.5257,1.4548,1.0911,0.264,6.5296,5.7761,0.9245,11.0367,1.8661,6.1375,3.2461,0.4985,0.4736,0.3716,0.2481,0.0884,0.0408,0.1473,0.0091,0.0011,0.0453,0.0804,0.0,GeorgeMacDonald,unidentified
18810,2.6624,2.2591,0.9741,1.3301,0.727,1.2431,1.1683,1.2101,0.6187,1.4913,2.8599,1.6046,1.2353,0.212,0.2466,0.4045,9.1171,0.1573,0.1914,2.1162,3.3727,6.6254,1.1315,0.6254,1.0723,1.3881,0.8748,2.4448,2.2021,0.9847,0.679,0.4491,0.9529,0.5373,0.2427,0.0195,0.1646,3.5635,0.5747,0.525,1.8205,0.6768,0.2912,5.6011,3.2901,0.6935,9.5434,1.4328,5.3439,2.9118,0.6533,0.4145,0.2695,0.2767,0.3498,0.125,0.1172,0.0251,0.0139,0.0273,0.0513,0.0,GeorgeMacDonald,unidentified
pg9393.txt,4.116,1.9467,0.8631,1.6,0.5831,1.196,1.6896,1.0261,0.7518,2.4012,3.3355,2.3036,1.0124,0.171,0.2238,0.303,7.7362,0.1653,0.1423,0.3524,3.3332,9.4349,1.7986,1.0594,1.2706,2.1969,1.4876,3.2207,1.5231,0.7977,0.3799,0.2502,0.8115,0.3156,0.3581,0.0344,0.1159,4.4627,1.3992,0.8436,1.7791,0.6118,0.287,2.0419,6.4449,1.0824,8.4203,0.8735,5.1812,2.4127,1.1329,0.474,0.0746,0.2158,0.598,0.1492,0.14,0.0138,0.0046,0.0436,0.0781,0.0,GeorgeMacDonald,unidentified
pg8892.txt,3.5139,1.9293,0.7278,1.6097,0.5757,0.9743,1.6309,1.0667,0.6797,1.9447,3.3657,2.1488,1.1803,0.2234,0.154,0.412,9.2961,0.2542,0.1579,2.2874,2.6302,8.8166,1.5384,0.7837,1.5596,2.066,1.3016,3.0595,2.3048,1.034,0.8087,0.4005,1.0667,0.5006,0.2984,0.0231,0.2638,3.9221,0.9627,0.6527,1.5885,0.7798,0.3023,5.2854,5.1737,0.9319,9.2441,1.3767,5.0543,2.9286,0.8048,0.3832,0.1714,0.3235,0.3312,0.1271,0.1444,0.0058,0.0116,0.0462,0.0809,0.0,GeorgeMacDonald,unidentified
pg8944.txt,3.381,1.8407,0.7728,1.7213,0.548,1.1206,1.6071,0.9081,0.6867,2.2499,3.425,2.2218,1.1715,0.2617,0.1546,0.3513,10.8229,0.2775,0.1352,1.8249,4.0116,10.1748,1.8776,0.9186,2.0216,1.9549,1.1979,3.7429,2.055,0.9133,0.6797,0.4092,0.6692,0.3302,0.2318,0.0263,0.0966,4.3681,0.9678,0.6657,1.6703,0.8782,0.5673,5.6696,6.1684,1.1171,8.6291,1.3208,4.686,2.7277,0.959,0.3407,0.2529,0.4672,0.7026,0.0755,0.1177,0.0035,0.0,0.0527,0.0615,0.0,GeorgeMacDonald,unidentified
pg4146.txt,4.0336,1.5744,0.6673,1.6194,0.5473,0.686,1.5445,0.6598,0.6973,2.7066,3.3176,2.3279,0.9559,0.1312,0.1724,0.2362,7.8685,0.5998,0.0975,1.1921,3.1676,7.7185,1.2183,0.9297,0.8584,1.7206,1.0909,3.0177,1.1246,0.5773,0.3149,0.1912,0.8734,0.1837,0.1687,0.03,0.4986,5.3794,1.2671,0.671,2.4516,1.0084,0.2324,3.5837,4.6371,1.0384,9.4879,1.1808,5.1507,3.2464,1.4882,0.7123,0.5061,0.8622,0.4648,0.075,0.2324,0.045,0.0,0.0637,0.1162,0.0,SamuelPepys,unidentified
pg4197.txt,3.9076,1.5246,0.7253,1.2988,0.5255,0.7364,1.4839,0.6143,0.4885,2.4571,3.0047,2.2313,0.7623,0.074,0.1184,0.2257,7.2158,0.3589,0.0925,1.0213,2.8678,6.5904,0.8918,0.914,0.6439,1.5061,0.9066,2.5644,1.1878,0.766,0.2664,0.1369,0.8141,0.2072,0.1406,0.0074,0.4589,5.2287,1.1841,0.6069,2.3831,1.0028,0.2368,3.5191,4.6662,0.8141,8.511,1.1804,4.6107,2.7938,1.4099,0.7734,0.3663,0.692,0.3737,0.0666,0.1628,0.0,0.0037,0.0407,0.1184,0.0,SamuelPepys,unidentified
pg4121.txt,4.2853,1.7705,0.4345,1.4238,0.809,0.4577,1.1881,0.5686,0.4715,2.6165,2.5795,2.0618,0.5085,0.0231,0.1109,0.1618,7.4565,0.1433,0.1248,0.3097,2.9956,5.723,0.6842,0.809,0.5917,1.507,1.0031,1.9786,0.9338,0.5224,0.2774,0.1248,0.7073,0.2126,0.1248,0.0139,0.3698,5.8016,1.4146,0.7212,2.9355,0.8691,0.1387,4.6598,3.2175,0.5085,9.5276,1.5856,5.3023,2.7321,1.4978,0.6241,0.2173,0.5732,0.735,0.0971,0.1387,0.0,0.0,0.0509,0.0878,0.0,SamuelPepys,unidentified
pg4131.txt,3.7187,1.5418,0.5115,1.4455,0.5708,0.5139,1.4751,0.7104,0.6239,2.7736,2.802,2.0348,0.7561,0.0704,0.1161,0.2125,7.7475,0.761,0.1198,1.1947,2.7526,5.4521,0.9044,0.7129,0.5547,1.0094,0.955,1.8087,1.1057,0.6622,0.2891,0.126,1.2182,0.2026,0.1693,0.0272,0.8438,5.9067,1.826,0.4917,2.3202,1.212,0.2459,5.1271,3.9992,0.8488,10.8324,1.7766,5.3433,3.8348,0.8969,0.8698,0.6832,0.6004,0.4448,0.0914,0.1878,0.021,0.0086,0.0445,0.1013,0.0,SamuelPepys,unidentified
pg4138.txt,3.9087,1.6168,0.524,1.5302,0.5786,0.6506,1.4639,0.6876,0.6,2.7993,3.0769,2.1779,0.8678,0.1071,0.1198,0.2669,7.5427,0.5114,0.1023,1.0704,2.9191,6.1421,0.9565,0.7529,0.6428,1.1844,0.9808,2.2188,1.1016,0.5854,0.337,0.1188,1.011,0.1763,0.1666,0.0185,0.6662,5.9794,1.5487,0.5133,2.7428,1.1435,0.2708,4.3178,4.497,0.937,10.2777,1.6519,5.2197,3.484,1.0461,0.7227,0.6682,0.71,0.5328,0.0604,0.1763,0.0136,0.0019,0.0282,0.1247,0.0,SamuelPepys,unidentified
pg4129.txt,3.9025,1.7276,0.6678,1.2743,0.5575,0.6678,1.2865,0.7719,0.4656,2.6833,2.7446,1.8624,0.8761,0.0858,0.2083,0.2451,7.4802,0.8087,0.1532,1.262,2.1565,6.5307,0.9618,0.8271,0.6984,1.5132,1.0353,2.4812,0.9435,0.5636,0.2389,0.1041,1.0292,0.1532,0.2205,0.0,0.6494,5.8935,1.8379,0.7535,2.2116,1.017,0.2389,3.9025,4.558,0.7719,9.2569,1.3233,4.9256,3.0632,1.7154,0.7903,0.5207,0.7964,0.3676,0.1103,0.1409,0.0,0.0061,0.0674,0.0674,0.0,SamuelPepys,unidentified
