filename,positive,negative,anger_emolex,anticipation,disgust,fear,joy,sadness,surprise,trust,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achiev,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,class,epoch
pg4187.txt,4.1628,1.5394,0.748,1.4472,0.5095,0.6721,1.4364,0.6721,0.5475,2.7264,3.03,2.2603,0.7643,0.0705,0.0976,0.2006,6.9326,0.2277,0.1247,0.7588,2.2169,7.079,1.0082,0.8835,0.9106,1.6369,1.0515,2.6506,1.2304,0.58,0.4987,0.1301,0.7751,0.2222,0.1843,0.0325,0.3632,5.8052,1.3171,0.8998,2.4608,1.0841,0.3577,3.4094,4.7699,1.0407,8.7864,1.0515,5.0463,2.7969,1.8104,0.8998,0.3957,0.8727,0.3577,0.0325,0.2222,0.0325,0.0,0.0759,0.1084,0.0,SamuelPepys,unidentified
pg4158.txt,3.8898,1.9134,0.7639,1.2756,0.7079,0.785,1.1705,0.9532,0.5677,2.5371,3.3151,2.2288,1.0863,0.1191,0.1892,0.3645,6.2377,0.2313,0.1402,0.5607,1.8503,6.7283,0.7149,0.841,0.82,1.9204,0.9392,2.6843,0.7639,0.4415,0.1822,0.1262,0.8691,0.1472,0.2523,0.035,0.4556,5.9994,1.4158,0.8761,2.4881,1.2335,0.2944,3.0348,4.4085,0.7429,9.6229,1.3947,5.628,2.7404,2.0255,0.6798,0.3645,0.9462,0.3504,0.2313,0.1962,0.028,0.007,0.0631,0.0701,0.0,SamuelPepys,unidentified
pg4171.txt,4.0506,1.6598,0.7544,1.6111,0.6344,0.8889,1.5548,0.7538,0.6474,2.9402,3.4608,2.4259,1.0205,0.1207,0.166,0.3121,7.639,0.3999,0.0844,0.9808,3.0123,6.4916,0.9801,0.751,0.7147,1.2997,1.1104,2.3525,1.2606,0.6406,0.3786,0.2154,0.9588,0.2133,0.216,0.0261,0.5274,5.7831,1.4307,0.4355,2.6453,1.1728,0.31,3.5651,4.6364,0.9849,9.6499,1.238,5.207,3.3346,1.0068,0.9101,0.5782,0.8038,0.4328,0.0892,0.1852,0.0261,0.0,0.0487,0.1042,0.0,SamuelPepys,unidentified
pg4196.txt,4.2871,1.6045,0.7605,1.3455,0.5014,0.6101,1.5043,0.5683,0.5098,2.6742,2.7244,2.0725,0.6435,0.0752,0.1671,0.1421,6.4683,0.4179,0.1086,1.0279,1.8385,6.9865,1.0196,0.8942,0.5683,2.131,0.9276,2.716,0.9611,0.6936,0.1671,0.0752,0.7271,0.1254,0.1671,0.0334,0.4179,5.3318,1.2285,0.7772,2.4068,0.8942,0.1922,2.9082,4.3456,0.7856,8.0896,0.8691,4.6298,2.691,2.2564,0.7939,0.4179,1.0028,0.3594,0.0501,0.1755,0.0084,0.0,0.0919,0.0669,0.0,SamuelPepys,unidentified
pg6515.txt,3.0911,1.5483,0.6182,1.3551,0.6513,0.9356,1.2144,0.7397,0.563,1.9568,2.4011,1.4462,0.9384,0.1573,0.1849,0.2153,9.0249,0.1214,0.0607,0.3257,2.1445,7.6891,0.9356,1.2282,1.0377,1.587,1.2834,3.0552,1.7056,0.6044,0.8749,0.1352,0.5796,0.0911,0.2815,0.0911,0.1159,3.276,0.4223,0.5216,1.5649,0.7065,0.2291,3.4223,5.771,1.6283,6.7811,1.1288,3.4306,2.4425,0.6375,0.3533,0.0828,0.2401,0.9135,0.0718,0.1049,0.0055,0.0331,0.0497,0.0166,0.0,ArchbishopWake,unidentified
pg6507.txt,3.6171,1.2303,0.406,1.5871,0.5167,0.5782,1.1196,0.406,0.5906,2.5344,1.747,1.1688,0.5413,0.123,0.0738,0.0492,6.8529,0.4183,0.123,1.0089,1.2426,6.5084,0.8981,0.8981,0.7259,1.8947,0.8243,2.6821,0.529,0.3199,0.1476,0.0492,0.4429,0.0615,0.0615,0.283,0.0492,3.3465,0.8612,0.5782,1.4887,0.4675,0.1599,2.3868,3.7894,1.1442,6.9513,0.9596,3.248,2.8666,1.5379,0.7013,0.1599,0.4675,1.3903,0.0615,0.0492,0.0,0.0123,0.0246,0.0123,0.0,ArchbishopWake,unidentified
pg6509.txt,2.6828,1.8573,0.4256,1.2382,0.819,0.8448,1.0061,0.6901,0.3612,1.8573,1.7929,1.1544,0.632,0.0967,0.1548,0.1419,9.7253,0.6449,0.0838,1.7026,2.7989,4.8175,0.6707,0.7545,0.4321,1.3092,0.6062,1.9154,1.2898,0.5159,0.4837,0.258,0.703,0.2773,0.258,0.0451,0.1612,3.418,0.8448,0.3031,1.6703,0.5546,0.1677,4.25,3.044,1.0319,8.487,1.7026,3.8953,3.0117,0.9093,0.5288,0.0838,0.3289,1.8058,0.129,0.2193,0.0387,0.129,0.0129,0.0387,0.0,ArchbishopWake,unidentified
pg6508.txt,3.2887,1.3894,0.4598,1.5494,0.6198,0.8497,1.3095,0.5998,0.5698,2.0892,1.6493,1.0196,0.6198,0.12,0.11,0.1399,7.6469,0.3099,0.08,1.3495,1.4094,5.8876,0.8197,0.8697,0.6897,1.5594,0.5798,2.589,1.2395,0.5298,0.4798,0.1499,0.6797,0.3299,0.07,0.1599,0.1599,3.7085,0.8097,0.3699,1.9192,0.5198,0.1999,3.1687,3.8385,1.4194,7.457,1.5494,3.1687,2.9388,1.0796,0.6797,0.09,0.4498,1.4994,0.1499,0.1599,0.02,0.1,0.02,0.02,0.0,ArchbishopWake,unidentified
pg6512.txt,3.6988,1.6605,0.6069,1.5288,0.6756,0.9848,1.6318,0.5611,0.5726,2.5136,2.8228,1.9181,0.8818,0.1775,0.229,0.126,8.7547,0.0916,0.1145,0.1317,2.3075,6.848,0.7672,1.0707,0.8474,1.4028,1.2539,2.7827,0.8646,0.4008,0.2462,0.0973,0.6356,0.3493,0.1889,0.0,0.1202,5.4853,2.3476,0.5726,1.8838,0.6756,0.2462,2.1071,4.9299,1.4429,6.3727,0.9619,3.4183,2.1643,0.8188,0.4123,0.0744,0.3664,1.5631,0.0744,0.0916,0.0,0.0515,0.0344,0.0115,0.0,ArchbishopWake,unidentified
pg6514.txt,3.9201,1.2098,0.3677,1.5597,0.5219,0.8362,1.7614,0.3262,0.4982,2.6628,2.5145,1.8978,0.6108,0.0771,0.1127,0.1483,7.4546,0.1186,0.1838,0.0356,1.453,7.9706,0.8362,0.9014,1.1505,1.9808,1.4055,3.2558,0.4685,0.2491,0.1483,0.0415,0.5753,0.2135,0.1779,0.083,0.1008,4.009,1.4174,0.51,1.4115,0.5575,0.3321,1.2632,5.7051,1.4826,5.8237,0.6227,3.4575,1.9215,0.8896,0.4329,0.0356,0.2491,2.1765,0.089,0.1127,0.0,0.0059,0.0652,0.0415,0.0,ArchbishopWake,unidentified
pg6513.txt,3.2028,1.6097,0.5144,1.2197,0.7634,0.8297,1.0704,0.5559,0.4315,2.1407,1.9582,1.2114,0.7385,0.1162,0.1908,0.1659,7.841,0.1659,0.1245,0.0498,2.066,7.3349,0.9044,1.6097,0.7965,1.6844,0.7302,2.7879,0.8297,0.2904,0.3485,0.1494,0.6306,0.2821,0.1825,0.0166,0.1659,3.991,1.3857,0.4232,1.618,0.6057,0.1162,1.8337,5.4431,1.5931,6.696,0.9791,3.3272,2.6054,0.9542,0.4812,0.0664,0.3319,1.2861,0.0415,0.0913,0.0083,0.0249,0.0415,0.0083,0.0,ArchbishopWake,unidentified
pg6510.txt,2.6638,1.4091,0.5995,1.2299,0.5315,0.8591,0.9889,0.7911,0.5068,1.8974,1.8789,1.1063,0.7726,0.0865,0.1854,0.2287,9.5179,0.3028,0.068,0.0803,2.6267,5.6489,0.9765,0.7046,0.6613,1.2423,0.9827,1.9901,1.7058,0.5315,1.0507,0.0989,0.4697,0.2472,0.1669,0.0,0.068,3.9122,1.1619,0.3894,1.8047,0.513,0.1607,3.8257,3.9246,1.0321,7.1014,1.0136,3.5661,2.6205,0.9023,0.5995,0.068,0.2905,2.021,0.2472,0.1854,0.0371,0.1174,0.0247,0.0062,0.0,ArchbishopWake,unidentified
pg6511.txt,3.0525,1.3905,0.4443,1.193,0.4278,0.7981,1.2671,0.5677,0.5759,2.0487,2.3614,1.6044,0.7487,0.0987,0.1481,0.2633,7.4379,0.1892,0.107,1.1601,1.0943,6.4506,1.012,0.7734,0.8886,1.7361,0.8145,2.4683,0.9133,0.3949,0.3373,0.1316,0.2715,0.0658,0.1563,0.0494,0.0165,3.0278,0.7899,0.4278,1.2835,0.5101,0.1399,3.0772,4.2044,1.2259,7.0429,1.3,3.4639,2.4025,1.2177,0.5183,0.1234,0.4032,1.0038,0.074,0.2221,0.0,0.1563,0.0494,0.0165,0.0,ArchbishopWake,unidentified
APersonalRecord,3.5541,2.1961,0.8829,1.6269,0.6185,1.0689,1.2482,1.0062,0.7037,1.9944,3.0096,1.8084,1.1138,0.1457,0.2062,0.3944,6.2074,0.2129,0.177,0.4123,2.5099,7.4937,1.3715,0.7014,1.0241,1.8779,1.1877,2.4606,1.683,0.8135,0.4459,0.3675,0.9345,0.4347,0.3182,0.0426,0.1726,3.8231,0.8269,0.6611,1.7323,0.6656,0.2398,4.3766,3.6371,0.623,10.6198,1.1899,6.4965,3.0275,0.9121,0.4549,0.3249,0.2375,0.1905,0.121,0.0896,0.0112,0.0045,0.0202,0.056,0.0,ConradJosep,unidentified
ChanceATaleinTwoParts,2.8545,2.1379,0.9311,1.5241,0.6578,1.098,1.101,1.0466,0.7978,1.6485,3.1227,1.656,1.4228,0.289,0.2451,0.4581,8.8757,0.2138,0.1959,2.0306,3.1942,8.653,1.7535,0.7829,1.3915,2.0545,1.1993,2.7987,2.2966,1.1181,0.692,0.4395,0.958,0.5907,0.222,0.0372,0.1199,3.4333,0.6853,0.4984,1.4556,0.7054,0.33,5.8558,4.1574,0.6421,10.0065,1.4191,5.7783,2.9372,0.4879,0.3367,0.2063,0.2227,0.1237,0.0693,0.1251,0.0142,0.0,0.0343,0.0737,0.003,ConradJosep,unidentified
AnOutcastoftheIslands,2.1861,2.7536,1.0625,1.2703,0.9706,1.5638,0.9556,1.4815,0.6913,1.2738,2.682,1.2561,1.4038,0.251,0.366,0.4853,8.5269,0.0964,0.1193,1.211,4.2387,5.1554,0.9954,0.503,1.0422,1.0891,0.8318,1.5328,2.9507,1.432,0.792,0.6833,1.257,0.8256,0.2846,0.0336,0.145,3.3025,0.3828,0.4164,1.8378,0.6126,0.2555,4.4579,3.1699,0.6276,9.9589,1.6751,5.7971,2.7103,0.3722,0.2705,0.1759,0.2051,0.1202,0.1609,0.1193,0.0194,0.0407,0.0168,0.0407,0.0,ConradJosep,unidentified
GasparRuiz,3.0624,2.8857,1.333,1.4094,0.8313,1.6817,1.1323,1.3807,0.8409,2.0257,3.3013,1.6053,1.6674,0.2389,0.4443,0.5542,9.3211,0.1624,0.129,1.1514,4.19,7.1043,1.0606,1.0224,1.1705,1.6435,0.8695,2.6133,2.3315,1.0559,0.7071,0.5685,1.247,0.8409,0.258,0.0334,0.172,4.8493,1.1323,0.5685,2.3362,0.6689,0.3965,5.5038,3.0672,0.6068,10.6445,1.6578,6.2778,2.8522,0.7453,0.473,0.2867,0.3105,0.1529,0.2054,0.1386,0.0096,0.0,0.0382,0.0908,0.0,ConradJosep,unidentified
Falk,3.3244,1.126,0.5898,1.2332,0.2145,0.2145,0.5362,0.5362,0.3753,1.6622,1.4477,1.126,0.3217,0.0,0.0,0.1072,5.7373,0.0,0.2681,0.0,0.0,10.6702,1.126,1.5013,1.3405,4.2895,1.0724,4.933,0.429,0.2681,0.0536,0.0536,0.2145,0.0,0.1072,0.0,0.1072,4.8257,1.7158,0.8579,1.6622,0.6971,0.1609,1.2332,6.4343,1.2332,8.5255,1.0188,3.9678,3.8606,3.1099,1.2869,0.0,1.3941,0.0,0.0,0.0536,0.0,0.0,0.0536,0.0,0.0,ConradJosep,unidentified
alesofUnres,2.7325,2.6801,1.1488,1.5245,0.6852,1.3688,1.1658,1.3468,0.8138,1.582,3.213,1.6547,1.5194,0.2876,0.335,0.5211,9.3396,0.1404,0.1269,1.3739,4.0353,6.4667,1.3959,0.5194,1.1776,1.4551,1.0998,1.9204,3.3399,1.653,0.9458,0.6903,1.3925,0.8544,0.3367,0.0525,0.1895,3.9355,1.0422,0.5279,1.7241,0.5803,0.2961,5.6495,2.988,0.6176,11.1669,1.7427,6.6494,2.9728,0.4687,0.3282,0.2436,0.1878,0.1844,0.181,0.0846,0.0254,0.0034,0.0169,0.0389,0.0,ConradJosep,unidentified
alesOfHearsay,3.8755,2.4328,1.0081,1.6329,0.6972,1.2828,1.159,1.2405,0.7365,2.1973,3.299,1.7899,1.4397,0.2203,0.3079,0.4618,9.1817,0.2083,0.3169,0.6369,4.0325,8.5811,1.479,0.824,1.313,2.2094,1.2073,2.8463,2.2577,1.1439,0.6429,0.4558,0.9659,0.5373,0.2596,0.0483,0.1268,4.778,1.1168,0.7123,2.1068,0.7938,0.2898,5.8555,3.9781,0.6338,10.5943,1.4246,6.4139,2.9036,1.0624,0.326,0.163,0.3803,0.1751,0.2083,0.1026,0.006,0.0,0.0483,0.0483,0.0,ConradJosep,unidentified
heArrowofGold,3.3084,1.1206,0.587,1.2273,0.2134,0.2134,0.5336,0.5336,0.3735,1.6542,1.4408,1.1206,0.3202,0.0,0.0,0.1067,5.7097,0.0,0.2668,0.0,0.0,10.619,1.1206,1.4941,1.334,4.2689,1.0672,4.9093,0.4269,0.2668,0.0534,0.0534,0.2134,0.0,0.1067,0.0,0.1067,4.8026,1.7076,0.8538,1.6542,0.6937,0.1601,1.2273,6.4034,1.2273,8.4845,1.0139,3.9488,3.842,3.095,1.2807,0.0,1.3874,0.0,0.0,0.0534,0.0,0.0,0.0534,0.0,0.0,ConradJosep,unidentified
AlmayersFolly,3.3191,1.1242,0.5889,1.2313,0.2141,0.2141,0.5353,0.5353,0.3747,1.6595,1.4454,1.1242,0.3212,0.0,0.0,0.1071,5.7281,0.0,0.2677,0.0,0.0,10.6531,1.1242,1.4989,1.3383,4.2827,1.0707,4.9251,0.4283,0.2677,0.0535,0.0535,0.2141,0.0,0.1071,0.0,0.1071,4.818,1.7131,0.8565,1.6595,0.6959,0.1606,1.2313,6.424,1.2313,8.5118,1.0171,3.9615,3.8544,3.1049,1.2848,0.0,1.3919,0.0,0.0,0.0535,0.0,0.0,0.0535,0.0,0.0,ConradJosep,unidentified
AmyFoster,2.4336,2.4336,0.8958,1.3288,0.7166,1.0451,1.0451,1.0899,0.7166,1.493,2.4112,1.1347,1.2616,0.2165,0.209,0.4703,9.1296,0.2165,0.1344,1.4183,4.2027,6.6811,1.0526,0.7092,1.0078,1.7916,1.0302,2.3141,2.232,1.2168,0.6196,0.3882,1.0899,0.6047,0.2538,0.0821,0.1792,3.6429,0.7017,0.5375,1.6274,0.7316,0.2762,5.203,3.1875,0.5375,10.966,1.3138,6.808,3.0009,0.7838,0.4031,0.321,0.4404,0.1568,0.0821,0.0821,0.0149,0.0,0.0299,0.0299,0.0075,ConradJosep,unidentified
ASetofSix,3.2824,2.5518,1.2155,1.4675,0.7165,1.4942,1.1811,1.2015,0.8527,2.0415,3.2378,1.6647,1.5196,0.2736,0.4035,0.4124,9.0262,0.1667,0.2138,1.0691,4.3184,7.1922,1.2982,0.9355,1.0844,1.4853,1.1149,2.2222,2.2744,1.0627,0.6605,0.5053,1.1607,0.7344,0.2342,0.0267,0.1973,4.2038,0.8044,0.5982,1.9715,0.8095,0.3398,5.4002,3.4682,0.574,10.4033,1.512,6.2339,2.8,0.5931,0.3831,0.2902,0.2367,0.1413,0.1756,0.1082,0.0255,0.0,0.028,0.0547,0.0,ConradJosep,unidentified
APrincessofMars,3.5555,2.7498,1.3042,1.4775,0.8528,1.7314,1.3301,1.2252,0.8391,1.9244,3.2636,1.7071,1.5216,0.155,0.4697,0.3831,6.7431,0.0912,0.2128,1.0154,1.5414,7.3313,1.3848,0.7403,1.0033,1.549,1.0534,2.5157,1.8788,1.0413,0.3162,0.4454,1.2358,0.8497,0.2174,0.0456,0.1687,4.6955,1.213,0.8315,1.891,0.7524,0.4271,5.0877,3.1329,0.7357,11.6773,1.514,6.9544,3.3913,0.871,0.2523,0.2113,0.3162,0.0623,0.2797,0.1262,0.0198,0.003,0.038,0.0638,0.0015,BurroughsEdgarRice,unidentified
heChessmenofMars,2.8497,2.4679,1.1893,1.3337,0.7452,1.5368,1.0596,1.1294,0.6644,1.6017,3.1018,1.6787,1.3912,0.2288,0.3756,0.4454,9.6723,0.1101,0.1945,2.1253,3.1115,7.2068,1.3019,0.6876,1.215,1.5809,0.87,2.6331,2.2697,1.2358,0.5849,0.3928,1.3618,0.9825,0.1958,0.0428,0.2007,3.7564,0.7097,0.7023,1.6384,0.7354,0.3683,5.3543,3.798,1.1012,10.8555,1.6971,6.2219,3.1495,0.5176,0.4148,0.2875,0.164,0.0575,0.1774,0.1089,0.0086,0.0037,0.0355,0.0612,0.0,BurroughsEdgarRice,unidentified
heEfficiencyExper,2.9897,1.6843,0.7557,1.5298,0.4859,0.9327,1.0666,0.7927,0.7948,1.8181,2.6314,1.5854,1.0295,0.1647,0.2121,0.3068,10.6327,0.1277,0.2388,1.256,4.2436,8.5305,1.7152,0.8792,1.4722,2.1805,1.0913,2.4379,1.9684,0.8504,0.7824,0.2986,0.7598,0.4118,0.1771,0.0226,0.1606,4.0295,0.6548,0.8833,1.5628,1.0254,0.3459,5.9567,5.8044,1.1613,10.7377,1.5175,5.7035,3.7083,1.4598,0.3768,0.2409,0.6301,0.0659,0.0597,0.1503,0.0412,0.0206,0.0412,0.0453,0.0021,BurroughsEdgarRice,unidentified
arzanoftheApes,3.0265,3.1429,1.4284,1.5845,0.9688,2.1704,1.2611,1.4693,0.9762,1.8756,3.6508,1.7071,1.9177,0.2787,0.503,0.5711,8.984,0.1536,0.2131,1.245,4.0014,6.5014,1.3156,0.6293,1.0109,1.3627,0.8498,2.1791,2.2931,1.115,0.5141,0.5748,1.5126,0.9985,0.3209,0.0458,0.2094,4.1328,0.8387,0.6046,1.8149,0.778,0.3357,6.1137,3.0042,0.747,11.3019,1.551,6.4357,3.6001,0.7383,0.3902,0.1648,0.2379,0.1115,0.2478,0.1115,0.026,0.0037,0.0285,0.0533,0.0,BurroughsEdgarRice,unidentified
arzantheTerrib,2.9902,2.8897,1.3806,1.3963,0.9405,2.0274,1.0399,1.1974,0.7372,1.7749,3.1343,1.5292,1.5716,0.2469,0.4569,0.4233,8.6467,0.1117,0.2379,1.3248,3.7766,6.6797,1.2533,0.802,1.0645,1.3616,0.8411,2.2407,2.0944,1.0232,0.4904,0.4412,1.3706,0.9595,0.21,0.0559,0.2145,4.2156,0.6345,0.6758,2.0866,0.6981,0.4837,5.5906,2.8584,0.888,11.1689,1.7392,6.4809,3.2047,0.5183,0.3742,0.181,0.1664,0.4814,0.1999,0.1139,0.0078,0.0156,0.0436,0.0469,0.0,BurroughsEdgarRice,unidentified
arzanandtheJewelsofOpar,2.7824,3.419,1.6058,1.691,1.0737,2.514,1.1155,1.511,0.8969,1.5672,3.4591,1.6315,1.8067,0.3343,0.5481,0.5063,8.6173,0.0225,0.2009,1.0464,4.6679,5.5118,1.0818,0.5546,0.913,1.1477,0.6365,1.8983,2.3115,1.1847,0.3874,0.5803,1.4129,1.048,0.2106,0.0627,0.1784,3.4961,0.4565,0.6028,1.5817,0.7105,0.4356,5.2884,2.1041,0.7844,11.4624,1.7746,6.5904,3.4399,0.4854,0.3343,0.0836,0.2218,0.225,0.2749,0.1141,0.0273,0.0048,0.0129,0.0643,0.0032,BurroughsEdgarRice,unidentified
AttheEarthsCor,2.8427,2.5366,1.1205,1.5883,0.8675,1.803,1.112,1.1907,0.7995,1.6882,3.1362,1.5947,1.5139,0.2381,0.4061,0.421,6.604,0.051,0.1403,0.7612,1.6351,7.5842,1.4394,0.7484,1.2417,1.7881,1.0631,2.3771,1.8073,0.9823,0.3147,0.4082,1.2438,0.8611,0.2211,0.0319,0.1722,4.7074,1.4713,0.7612,1.6202,0.7293,0.4656,5.7153,3.6039,0.8994,11.8834,1.7159,6.8911,3.5082,0.5826,0.3615,0.0957,0.2105,0.0999,0.2041,0.1063,0.0128,0.0,0.0276,0.0659,0.0,BurroughsEdgarRice,unidentified
arzantheUntamed,2.8456,3.0522,1.4649,1.5119,0.9293,2.2199,1.0066,1.3827,0.9107,1.649,3.1218,1.3836,1.7117,0.3045,0.5513,0.4211,9.3604,0.0333,0.1831,1.51,4.5837,6.8222,1.3239,0.6864,1.1457,1.4679,0.8647,2.308,2.4784,1.2642,0.5141,0.5229,1.5266,1.1016,0.2154,0.0656,0.236,3.5389,0.4867,0.6541,1.6245,0.6825,0.3809,5.8518,2.8672,0.8793,12.1972,1.933,6.9574,3.6388,0.4671,0.3231,0.2027,0.1528,0.0695,0.2634,0.1067,0.0176,0.0029,0.0274,0.0588,0.0,BurroughsEdgarRice,unidentified
heBeastsofTarzan,2.987,3.3892,1.5697,1.8032,1.0086,2.3935,1.26,1.4854,0.9876,1.7027,3.5497,1.6476,1.8535,0.3892,0.5092,0.4362,9.1767,0.1524,0.2822,1.2292,4.2016,6.7362,1.3395,0.6276,1.2065,1.4578,0.8076,2.2119,2.2411,1.1643,0.4232,0.5351,1.3281,0.8724,0.2546,0.0438,0.2076,3.9681,0.6876,0.7508,1.5762,0.8011,0.4768,5.8346,2.7357,0.8935,11.3918,1.7984,6.3146,3.5319,0.6341,0.3778,0.073,0.2335,0.107,0.1751,0.1038,0.0227,0.0032,0.0178,0.06,0.0,BurroughsEdgarRice,unidentified
pg27852.txt,4.8608,2.399,1.013,2.3676,0.6125,1.5273,2.5639,1.2643,0.9188,2.8702,4.2915,2.8034,1.4449,0.2748,0.2199,0.5104,8.0254,0.1021,0.1806,0.2552,0.6361,9.3172,1.3232,1.1975,1.3467,2.556,1.8454,2.8545,1.4292,0.4672,0.3416,0.4476,0.9109,0.3377,0.4201,0.0079,0.1492,5.8542,2.2262,1.0208,2.0103,0.7107,0.4398,1.174,6.6512,1.5548,7.9391,0.9737,4.2719,2.7956,1.5352,0.3063,0.0982,0.4751,1.2564,0.0785,0.161,0.0039,0.0589,0.055,0.0432,0.0,CharlotteMYonge,unidentified
30809,2.7245,2.104,1.068,1.3255,0.5836,1.3684,1.1182,1.0815,0.5824,1.5768,3.1573,1.7154,1.4309,0.1386,0.5824,0.3286,8.8552,0.3911,0.1471,0.6658,4.007,5.9848,0.7712,0.8632,0.781,1.1624,0.9981,2.0991,1.0263,0.4941,0.3078,0.2317,0.6241,0.2771,0.2183,0.0098,0.1287,4.5784,0.7381,0.8092,2.3064,0.8424,0.3678,6.9767,2.0501,0.4549,9.7784,1.7019,5.3778,2.8728,0.6597,0.32,0.1471,0.3004,0.3212,0.3875,0.0601,0.0049,0.0012,0.0233,0.0307,0.0,CharlotteMYonge,unidentified
7387,3.9148,2.2213,0.9355,1.65,0.7939,1.1161,1.5597,1.1908,0.8421,2.243,3.3607,2.1045,1.2281,0.1479,0.2024,0.4701,9.3535,0.4857,0.1946,3.2735,2.3956,6.9642,0.9371,0.7472,1.1706,1.6064,1.018,2.6182,2.022,0.8265,0.6584,0.4779,0.8374,0.4063,0.2771,0.0233,0.1479,4.209,0.895,0.6631,2.0002,0.7643,0.2662,5.5259,3.3809,0.7518,9.2026,1.3262,5.2753,2.7832,0.7051,0.3533,0.2895,0.439,0.4997,0.1416,0.193,0.0202,0.0125,0.0607,0.1012,0.0,CharlotteMYonge,unidentified
pg7284.txt,3.5991,2.3536,1.149,1.8878,0.8352,1.5952,1.5658,1.185,0.6554,2.3651,3.5958,2.1036,1.489,0.1602,0.5067,0.3547,8.4175,0.3465,0.1111,0.3645,3.4406,6.5411,0.9169,1.3991,0.8156,1.0837,1.0395,1.945,0.948,0.4446,0.2681,0.2207,0.5672,0.2337,0.2043,0.018,0.1193,5.3055,0.7944,0.9088,2.8129,0.9006,0.3579,7.5169,2.37,0.6064,10.0422,1.5135,5.4722,3.1872,0.8565,0.3743,0.152,0.3236,1.623,0.3481,0.0752,0.0082,0.0065,0.0245,0.036,0.0,CharlotteMYonge,unidentified
pg2573.txt,4.2058,2.5157,1.0692,1.657,0.7661,1.4221,1.5985,1.3821,0.9133,2.3685,3.6385,2.2038,1.4016,0.2291,0.2515,0.5039,9.8727,0.3519,0.1599,1.4153,4.1892,7.2966,1.0965,0.7466,1.2642,1.617,1.0985,2.5917,2.3169,0.8733,0.9201,0.4503,0.885,0.4493,0.2758,0.0253,0.1433,4.6103,0.887,0.7281,2.273,0.7739,0.4172,5.6727,3.621,0.8665,9.0666,1.1765,5.1386,2.8948,0.6618,0.3363,0.1521,0.3597,0.4367,0.1569,0.156,0.0078,0.0068,0.0439,0.0975,0.0,CharlotteMYonge,unidentified
pg2601.txt,3.3971,2.2758,0.7784,1.8856,0.7532,1.1049,1.6741,1.1255,0.8631,2.1297,4.2557,2.67,1.5619,0.3645,0.1442,0.6099,11.1443,0.489,0.1557,3.5689,2.6096,9.5751,1.7446,0.9524,2.0798,1.9191,1.2656,3.0885,2.8733,1.2556,1.1081,0.4382,0.6781,0.3063,0.2596,0.0201,0.1049,3.9604,0.8815,0.6855,1.4845,0.8306,0.4506,6.3826,6.4532,1.1672,8.7335,1.4387,4.5474,2.9026,0.6259,0.3865,0.2404,0.3443,0.2541,0.0797,0.1319,0.0105,0.0018,0.0234,0.0952,0.0005,CharlotteMYonge,unidentified
pg21222.txt,3.9868,2.2868,1.0013,1.8285,0.7443,1.1844,1.7492,1.1543,1.0687,2.3888,3.4338,2.1565,1.2445,0.1995,0.2004,0.4054,9.2272,0.4136,0.1704,0.9839,3.8675,7.017,1.035,0.7644,1.2017,1.6217,0.9812,2.4453,2.1264,0.8837,0.799,0.389,0.8692,0.44,0.2387,0.0228,0.184,4.4788,0.871,0.6596,2.0945,0.9102,0.3334,5.859,3.3728,0.7826,9.6673,1.373,5.5921,2.8462,0.799,0.4847,0.2779,0.4291,0.4929,0.1157,0.1658,0.0091,0.0091,0.0501,0.0993,0.0,CharlotteMYonge,unidentified
pg21223.txt,3.0422,2.1155,0.8243,1.566,0.6232,1.0218,1.3271,1.0667,0.7058,1.8461,3.4839,1.9988,1.451,0.2496,0.1832,0.4579,9.4192,0.4274,0.1437,2.349,2.3274,7.7958,1.038,0.7417,1.4313,1.7923,1.144,2.8159,2.1855,0.8925,0.8961,0.3879,0.6878,0.3125,0.2335,0.0126,0.1526,4.9332,0.7668,0.6716,2.4549,1.038,0.334,6.5297,4.4896,0.8063,9.7999,1.5265,5.727,2.6902,0.9733,0.5298,0.3143,0.537,0.1796,0.0611,0.1347,0.0108,0.0,0.0395,0.0844,0.0,CharlotteMYonge,unidentified
pg5313.txt,4.2463,2.247,0.8106,1.9841,0.6737,1.0866,1.7733,1.2995,0.9192,2.5795,3.2337,2.0515,1.1692,0.2043,0.1782,0.452,10.0183,0.4564,0.163,1.6364,3.8617,7.4322,1.1735,0.7541,1.2756,1.6581,1.017,2.8425,2.2101,0.9366,0.765,0.4325,0.8345,0.4564,0.226,0.0217,0.1521,4.5919,0.8866,0.6845,2.2492,0.7845,0.3368,5.6002,4.2072,0.8171,9.714,1.5169,5.5003,2.962,0.8193,0.4433,0.1956,0.4216,0.5324,0.0913,0.2043,0.0217,0.0087,0.0369,0.1369,0.0,CharlotteMYonge,unidentified
